Writer,Accuracy,Precision,Recall,F1,FAR,FRR,EER,AUC_ROC
W038,0.9705882352941176,1.0,0.9411764705882353,0.9696969696969697,0.0,0.05882352937716263,0.02941176470588236,0.9896193771626297
W041,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.0,0.1111111110493827,0.055555555555555566,0.9783950617283952
W044,0.8541666666666666,0.8148148148148148,0.9166666666666666,0.8627450980392157,0.20833333324652778,0.0833333332986111,0.16666666666666663,0.9184027777777778
W046,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.09523809519274376,0.09523809519274376,0.09523809523809523,0.9523809523809523
W047,0.9761904761904762,1.0,0.9523809523809523,0.975609756097561,0.0,0.04761904759637188,0.0,1.0
W048,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
W049,0.8421052631578947,0.782608695652174,0.9473684210526315,0.8571428571428571,0.26315789459833794,0.05263157891966759,0.026315789473684237,0.9667590027700831
W050,0.9,1.0,0.8,0.8888888888888888,0.0,0.1999999998,0.0,1.0
W051,0.7608695652173914,0.7307692307692307,0.8260869565217391,0.7755102040816326,0.3043478259546314,0.1739130434026465,0.21739130434782605,0.8846880907372401
W052,0.8863636363636364,0.84,0.9545454545454546,0.8936170212765957,0.18181818173553718,0.045454545433884296,0.09090909090909093,0.9855371900826446
W053,0.9705882352941176,0.9444444444444444,1.0,0.9714285714285714,0.05882352937716263,0.0,0.05882352941176471,0.9965397923875432
W054,0.8888888888888888,0.9375,0.8333333333333334,0.8823529411764706,0.05555555552469135,0.16666666657407406,0.027777777777777776,0.9845679012345678
W055,0.8409090909090909,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.09090909086776859,0.22727272716942148,0.15909090909090906,0.9214876033057852
W056,0.9047619047619048,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.14285714278911565,0.04761904759637188,0.07142857142857145,0.9546485260770975
W058,0.8529411764705882,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.1764705881314879,0.11764705875432525,0.1470588235294118,0.9688581314878892
W059,0.8913043478260869,0.8214285714285714,1.0,0.9019607843137255,0.21739130425330813,0.0,0.021739130434782608,0.9962192816635161
W061,0.7894736842105263,0.72,0.9473684210526315,0.8181818181818182,0.3684210524376731,0.05263157891966759,0.21052631578947367,0.8421052631578947
W063,0.9375,0.8888888888888888,1.0,0.9411764705882353,0.124999999921875,0.0,0.0,1.0
W064,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.04347826085066162,0.04347826085066162,0.0434782608695652,0.9943289224952742
W066,0.9523809523809523,0.9130434782608695,1.0,0.9545454545454546,0.09523809519274376,0.0,0.07142857142857142,0.9954648526077097
W067,0.8958333333333334,1.0,0.7916666666666666,0.8837209302325582,0.0,0.20833333324652778,0.020833333333333315,0.9913194444444444
W069,0.9523809523809523,1.0,0.9047619047619048,0.95,0.0,0.09523809519274376,0.0,1.0
W070,0.8,0.8333333333333334,0.75,0.7894736842105263,0.149999999925,0.249999999875,0.175,0.9075
W071,0.8043478260869565,0.8888888888888888,0.6956521739130435,0.7804878048780488,0.08695652170132324,0.3043478259546314,0.13043478260869568,0.9262759924385633
W073,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
W074,0.9130434782608695,1.0,0.8260869565217391,0.9047619047619048,0.0,0.1739130434026465,0.021739130434782608,0.9943289224952742
W077,0.875,0.9411764705882353,0.8,0.8648648648648649,0.049999999975,0.1999999999,0.15000000000000002,0.9724999999999999
W078,0.9736842105263158,1.0,0.9473684210526315,0.972972972972973,0.0,0.05263157891966759,0.026315789473684237,0.9916897506925207
W079,0.868421052631579,0.85,0.8947368421052632,0.8717948717948718,0.15789473675900276,0.10526315783933518,0.07894736842105263,0.9750692520775622
W082,0.8421052631578947,0.8823529411764706,0.7894736842105263,0.8333333333333334,0.10526315783933518,0.21052631567867036,0.15789473684210528,0.889196675900277
W084,0.8809523809523809,0.8076923076923077,1.0,0.8936170212765957,0.23809523798185941,0.0,0.14285714285714288,0.9433106575963719
W086,0.9772727272727273,1.0,0.9545454545454546,0.9767441860465116,0.0,0.045454545433884296,0.022727272727272707,0.9958677685950413
W087,0.75,0.7037037037037037,0.8636363636363636,0.7755102040816326,0.36363636347107436,0.13636363630165288,0.2272727272727273,0.8657024793388429
W088,0.8636363636363636,0.7857142857142857,1.0,0.88,0.27272727260330576,0.0,0.11363636363636363,0.9752066115702479
W089,0.8888888888888888,0.8387096774193549,0.9629629629629629,0.896551724137931,0.18518518511659807,0.03703703702331961,0.07407407407407407,0.982167352537723
W090,0.9722222222222222,0.9473684210526315,1.0,0.972972972972973,0.05555555552469135,0.0,0.0,1.0
W091,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
W092,0.72,0.6774193548387096,0.84,0.75,0.39999999984,0.159999999936,0.33999999999999997,0.728
W094,0.9375,0.9375,0.9375,0.9375,0.0624999999609375,0.0624999999609375,0.0625,0.97265625
W095,0.8611111111111112,0.9333333333333333,0.7777777777777778,0.8484848484848485,0.05555555552469135,0.2222222220987654,0.055555555555555566,0.9845679012345678
W096,0.8809523809523809,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.14285714278911565,0.09523809519274376,0.09523809523809526,0.9523809523809523
W097,0.8863636363636364,0.8148148148148148,1.0,0.8979591836734694,0.22727272716942148,0.0,0.022727272727272728,0.9958677685950413
W098,0.7647058823529411,1.0,0.5294117647058824,0.6923076923076923,0.0,0.470588235017301,0.029411764705882353,0.986159169550173
W099,0.825,0.76,0.95,0.8444444444444444,0.29999999985,0.049999999975,0.19999999999999998,0.9299999999999999
W100,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.0,0.14285714278911565,0.047619047619047616,0.9682539682539681
